"CountryCode","SeriesCode","Year","DESCRIPTION",
"CRI","SH.DYN.MORT","YR2018","Uncertainty bound is 8.2 - 8.7",
"CRI","SH.DYN.MORT","YR2019","Uncertainty bound is 7.9 - 8.5",
"CRI","SH.DYN.MORT","YR2020","Uncertainty bound is 7.5 - 8.3",
"CRI","SH.STA.OWAD.ZS","YR1975","Plausible bound is 21.5 - 35",
"CRI","SH.STA.OWAD.ZS","YR1976","Plausible bound is 22.4 - 35.5",
"CRI","SH.STA.OWAD.ZS","YR1977","Plausible bound is 23.3 - 35.9",
"CRI","SH.STA.OWAD.ZS","YR1978","Plausible bound is 24.1 - 36.4",
"CRI","SH.STA.OWAD.ZS","YR1979","Plausible bound is 24.9 - 36.9",
"CRI","SH.STA.OWAD.ZS","YR1980","Plausible bound is 25.7 - 37.4",
"CRI","SH.STA.OWAD.ZS","YR1981","Plausible bound is 26.5 - 37.9",
"CRI","SH.STA.OWAD.ZS","YR1982","Plausible bound is 27.3 - 38.4",
"CRI","SH.STA.OWAD.ZS","YR1983","Plausible bound is 28.2 - 38.9",
"CRI","SH.STA.OWAD.ZS","YR1984","Plausible bound is 29 - 39.5",
"CRI","SH.STA.OWAD.ZS","YR1985","Plausible bound is 29.8 - 40.1",
"CRI","SH.STA.OWAD.ZS","YR1986","Plausible bound is 30.6 - 40.7",
"CRI","SH.STA.OWAD.ZS","YR1987","Plausible bound is 31.4 - 41.4",
"CRI","SH.STA.OWAD.ZS","YR1988","Plausible bound is 32.3 - 42.1",
"CRI","SH.STA.OWAD.ZS","YR1989","Plausible bound is 33.2 - 42.9",
"CRI","SH.STA.OWAD.ZS","YR1990","Plausible bound is 34.1 - 43.6",
"CRI","SH.STA.OWAD.ZS","YR1991","Plausible bound is 35 - 44.4",
"CRI","SH.STA.OWAD.ZS","YR1992","Plausible bound is 36 - 45.1",
"CRI","SH.STA.OWAD.ZS","YR1993","Plausible bound is 36.9 - 45.9",
"CRI","SH.STA.OWAD.ZS","YR1994","Plausible bound is 37.9 - 46.8",
"CRI","SH.STA.OWAD.ZS","YR1995","Plausible bound is 38.9 - 47.7",
"CRI","SH.STA.OWAD.ZS","YR1996","Plausible bound is 39.9 - 48.4",
"CRI","SH.STA.OWAD.ZS","YR1997","Plausible bound is 40.8 - 49.2",
"CRI","SH.STA.OWAD.ZS","YR1998","Plausible bound is 41.8 - 50",
"CRI","SH.STA.OWAD.ZS","YR1999","Plausible bound is 42.8 - 50.8",
"CRI","SH.STA.OWAD.ZS","YR2000","Plausible bound is 43.7 - 51.6",
"CRI","SH.STA.OWAD.ZS","YR2001","Plausible bound is 44.7 - 52.4",
"CRI","SH.STA.OWAD.ZS","YR2002","Plausible bound is 45.7 - 53.2",
"CRI","SH.STA.OWAD.ZS","YR2003","Plausible bound is 46.7 - 54.1",
"CRI","SH.STA.OWAD.ZS","YR2004","Plausible bound is 47.6 - 55",
"CRI","SH.STA.OWAD.ZS","YR2005","Plausible bound is 48.6 - 55.8",
"CRI","SH.STA.OWAD.ZS","YR2006","Plausible bound is 49.5 - 56.7",
"CRI","SH.STA.OWAD.ZS","YR2007","Plausible bound is 50.5 - 57.6",
"CRI","SH.STA.OWAD.ZS","YR2008","Plausible bound is 51.4 - 58.5",
"CRI","SH.STA.OWAD.ZS","YR2009","Plausible bound is 52.3 - 59.4",
"CRI","SH.STA.OWAD.ZS","YR2010","Plausible bound is 53.1 - 60.4",
"CRI","SH.STA.OWAD.ZS","YR2011","Plausible bound is 53.9 - 61.3",
"CRI","SH.STA.OWAD.ZS","YR2012","Plausible bound is 54.6 - 62.2",
"CRI","SH.STA.OWAD.ZS","YR2013","Plausible bound is 55.3 - 63.1",
"CRI","SH.STA.OWAD.ZS","YR2014","Plausible bound is 55.9 - 64.1",
"CRI","SH.STA.OWAD.ZS","YR2015","Plausible bound is 56.5 - 65",
"CRI","SH.STA.OWAD.ZS","YR2016","Plausible bound is 57 - 65.9",
"CRI","SI.DST.FRST.20","YR1981","Based on data from ENH. Estimated from grouped income data.",
"CRI","SI.DST.FRST.20","YR1986","Based on data from ENH. Estimated from grouped income data.",
"CRI","SI.DST.FRST.20","YR1989","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1990","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1991","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1992","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1993","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1994","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1995","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1996","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1997","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1998","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR1999","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2000","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2001","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2002","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2003","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2004","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2005","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2006","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2007","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2008","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2009","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2010","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2011","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2012","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2013","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2014","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2015","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2016","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2017","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2018","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2019","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.DST.FRST.20","YR2020","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1981","Based on data from ENH. Estimated from grouped income data.",
"CRI","SI.POV.GINI","YR1986","Based on data from ENH. Estimated from grouped income data.",
"CRI","SI.POV.GINI","YR1989","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1990","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1991","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1992","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1993","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1994","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1995","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1996","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1997","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1998","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR1999","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2000","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2001","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2002","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2003","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2004","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2005","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2006","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2007","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2008","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2009","Based on data from EHPM. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2010","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2011","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2012","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2013","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2014","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2015","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2016","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2017","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2018","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2019","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.GINI","YR2020","Based on data from ENAHO. Estimated from unit-record income data.",
"CRI","SI.POV.NAHC","YR2011    ","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.POV.NAHC","YR2012    ","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.POV.NAHC","YR2013    ","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.POV.NAHC","YR2014    ","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.POV.NAHC","YR2015    ","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.POV.NAHC","YR2016","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.POV.NAHC","YR2017","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.POV.NAHC","YR2018","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.POV.NAHC","YR2019","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.POV.NAHC","YR2020","Source: INEC/Encuesta Nacional de Hogares (Enaho). Poverty line is absolute. Government estimate.",
"CRI","SI.SPR.PCAP.ZG","YR2020","Estimated from income data. Growth rates are for the period of 2015-2020.",
"CRI","SL.TLF.0714.ZS","YR2004","Encuesta de Hogares de Propósitos Múltiples (EHPM). Data are for children ages 10-14.",
"CRI","SL.TLF.0714.ZS","YR2011","Encuesta Nacional de Hogares (ENAHO).",
"CRI","SL.TLF.0714.ZS","YR2016","Módulo de Trabajo Infantil (ENHAO-MTI)",
"CRI","SP.UWT.TFRT","YR1993","Including fecund married women, currently sexually active, currently exposed to the risk of pregnancy, not wanting to become pregnant, and not using a method of contraception other than folk methods, douches, breastfeeding or lactational amenorrhea (LAM) : age group for 15-49. Source: Costa Rica 1993 Reproductive and Health Survey.",
"CRI","SP.UWT.TFRT","YR2010","Married or in-union women ages15-49. Source: Costa Rica 2010 Encuesta Nacional de Salud Sexual y Reproductiva",
"CRI","SP.UWT.TFRT","YR2011","Married or in-union women ages15-49. Source: Costa Rica 2011 Multiple Indicator Cluster Survey",
"CRI","SP.UWT.TFRT","YR2018","Married or in-union women ages15-49. Source: Costa Rica 2018 Multiple Indicator Cluster Survey",
"CSS","SE.ADT.LITR.ZS","YR1993","UIS Estimation",
"CSS","SE.ADT.LITR.ZS","YR2001","UIS Estimation",
"CSS","SE.ADT.LITR.ZS","YR2002","UIS Estimation",
"CSS","SE.ADT.LITR.ZS","YR2003","UIS Estimation",
"CSS","SE.ADT.LITR.ZS","YR2010","UIS Estimation",
"CSS","SE.ADT.LITR.ZS","YR2011","UIS Estimation",
"CSS","SE.ADT.LITR.ZS","YR2012","UIS Estimation",
"CSS","SE.ADT.LITR.ZS","YR2013","UIS Estimation",
"CSS","SE.ADT.LITR.ZS","YR2015","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1970","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1971","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1972","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1978","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1979","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1980","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1981","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1982","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1990","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1992","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1994","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1995","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1996","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1997","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR1998","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR2000","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR2003","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR2006","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR2012","UIS Estimation",
"CSS","SE.ENR.PRSC.FM.ZS","YR2019","UIS Estimation",
"CSS","SE.PRM.ENRR","YR1970","UIS Estimation",
"CSS","SE.PRM.ENRR","YR1992","UIS Estimation",
"CSS","SE.PRM.ENRR","YR1994","UIS Estimation",
"CSS","SE.PRM.ENRR","YR1995","UIS Estimation",
"CSS","SE.PRM.ENRR","YR1996","UIS Estimation",
"CSS","SE.PRM.ENRR","YR1997","UIS Estimation",
"CSS","SE.PRM.ENRR","YR1998","UIS Estimation",
"CSS","SE.PRM.ENRR","YR2006","UIS Estimation",
"CSS","SE.PRM.ENRR","YR2019","UIS Estimation",
"CUB","IT.NET.USER.ZS","YR1990","Source: Ministerio de la Informática y las Comunicaciones.;Note: This includes person who only used international email.",
"CUB","IT.NET.USER.ZS","YR1995","Source: Ministerio de la Informática y las Comunicaciones.;Note: Refers only to users with access to the international network.",
"CUB","IT.NET.USER.ZS","YR1996","Source: Ministerio de la Informática y las Comunicaciones.;Note: Refers only to users with access to the international network.",
"CUB","IT.NET.USER.ZS","YR1997","Source: Ministerio de la Informática y las Comunicaciones.;Note: Refers only to users with access to the international network.",
"CUB","IT.NET.USER.ZS","YR1998","Source: Ministerio de la Informática y las Comunicaciones.;Note: Refers only to users with access to the international network.",
"CUB","IT.NET.USER.ZS","YR1999","Source: Ministerio de la Informática y las Comunicaciones.;Note: Refers only to users with access to the international network.",
"CUB","IT.NET.USER.ZS","YR2000","Source: Ministerio de la Informática y las Comunicaciones.;Note: Refers only to users with access to the international network.",
"CUB","IT.NET.USER.ZS","YR2001","Source: Ministerio de la Informática y las Comunicaciones.;Note: Refers only to users with access to the international network.",
"CUB","IT.NET.USER.ZS","YR2002","Source: ONE.;Note: Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2003","Source: ONE.;Note: Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2004","Source: ONE.;Note: Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2005","Source: ONE.;Note: Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2006","Source: ONE.;Note: Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2007","Source: Ministerio de la Informática y las Comunicaciones;Note: Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2008","Source: Ministerio de la Informática y las Comunicaciones;Note: Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2009","Source: Ministerio de la Informática y las Comunicaciones;Note: Incl. users of the international network and also those having access only to the Cuban network. Users of international network account for 2.9%.",
"CUB","IT.NET.USER.ZS","YR2010","Source: Ministerio de la Informática y las Comunicaciones;Note: Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2011","Source: Oficina Nacional de Estadisticas (ONE);Note: Population age 6+. Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2012","Source: ITU estimate.",
"CUB","IT.NET.USER.ZS","YR2013","Source: Oficina Nacional de Estadisticas (ONE);Note: Population age 6+. Incl. users of the international network and also those having access only to the Cuban network.",
"CUB","IT.NET.USER.ZS","YR2014","Source: Oficina Nacional de Estadisticas e Información (ONEI);Note: Population age 6+.",
"CUB","IT.NET.USER.ZS","YR2015","Source: Oficina Nacional de Estadística e Información (ONEI);Note: Population age 6+.",
"CUB","IT.NET.USER.ZS","YR2016","Source: Oficina Nacional de Estadisticas e Informacion",
"CUB","IT.NET.USER.ZS","YR2017","Source: ONEI",
"CUB","SH.DYN.MORT","YR1960","Uncertainty bound is 46.9 - 62.5",
"CUB","SH.DYN.MORT","YR1961","Uncertainty bound is 45.9 - 59.4",
"CUB","SH.DYN.MORT","YR1962","Uncertainty bound is 44.6 - 56.7",
"CUB","SH.DYN.MORT","YR1963","Uncertainty bound is 43.3 - 54.2",
"CUB","SH.DYN.MORT","YR1964","Uncertainty bound is 41.8 - 52",
"CUB","SH.DYN.MORT","YR1965","Uncertainty bound is 40.3 - 49.9",
"CUB","SH.DYN.MORT","YR1966","Uncertainty bound is 38.7 - 48",
"CUB","SH.DYN.MORT","YR1967","Uncertainty bound is 37.2 - 46.2",
"CUB","SH.DYN.MORT","YR1968","Uncertainty bound is 35.7 - 44.3",
"CUB","SH.DYN.MORT","YR1969","Uncertainty bound is 34.2 - 42.5",
"CUB","SH.DYN.MORT","YR1970","Uncertainty bound is 32.7 - 40.6",
"CUB","SH.DYN.MORT","YR1971","Uncertainty bound is 31.2 - 38.8",
"CUB","SH.DYN.MORT","YR1972","Uncertainty bound is 29.8 - 37",
"CUB","SH.DYN.MORT","YR1973","Uncertainty bound is 28.4 - 35.1",
"CUB","SH.DYN.MORT","YR1974","Uncertainty bound is 27.1 - 33.4",
"CUB","SH.DYN.MORT","YR1975","Uncertainty bound is 25.8 - 31.6",
"CUB","SH.DYN.MORT","YR1976","Uncertainty bound is 24.5 - 30",
"CUB","SH.DYN.MORT","YR1977","Uncertainty bound is 23.3 - 28.4",
"CUB","SH.DYN.MORT","YR1978","Uncertainty bound is 22.2 - 27",
"CUB","SH.DYN.MORT","YR1979","Uncertainty bound is 21.1 - 25.6",
"CUB","SH.DYN.MORT","YR1980","Uncertainty bound is 20 - 24.3",
"CUB","SH.DYN.MORT","YR1981","Uncertainty bound is 19.1 - 23.1",
"CUB","SH.DYN.MORT","YR1982","Uncertainty bound is 18.1 - 22",
"CUB","SH.DYN.MORT","YR1983","Uncertainty bound is 17.2 - 20.9",
"CUB","SH.DYN.MORT","YR1984","Uncertainty bound is 16.4 - 19.9",
"CUB","SH.DYN.MORT","YR1985","Uncertainty bound is 15.6 - 19",
"CUB","SH.DYN.MORT","YR1986","Uncertainty bound is 14.9 - 18.1",
"CUB","SH.DYN.MORT","YR1987","Uncertainty bound is 14.2 - 17.2",
"CUB","SH.DYN.MORT","YR1988","Uncertainty bound is 13.5 - 16.4",
"CUB","SH.DYN.MORT","YR1989","Uncertainty bound is 12.9 - 15.6",
"CUB","SH.DYN.MORT","YR1990","Uncertainty bound is 12.3 - 14.9",
"CUB","SH.DYN.MORT","YR1991","Uncertainty bound is 11.7 - 14.2",
"CUB","SH.DYN.MORT","YR1992","Uncertainty bound is 11.2 - 13.6",
"CUB","SH.DYN.MORT","YR1993","Uncertainty bound is 10.7 - 13",
"CUB","SH.DYN.MORT","YR1994","Uncertainty bound is 10.2 - 12.4",
"CUB","SH.DYN.MORT","YR1995","Uncertainty bound is 9.8 - 11.9",
"CUB","SH.DYN.MORT","YR1996","Uncertainty bound is 9.3 - 11.4",
"CUB","SH.DYN.MORT","YR1997","Uncertainty bound is 9 - 10.9",
"CUB","SH.DYN.MORT","YR1998","Uncertainty bound is 8.6 - 10.5",
"CUB","SH.DYN.MORT","YR1999","Uncertainty bound is 8.3 - 10.1",
"CUB","SH.DYN.MORT","YR2000","Uncertainty bound is 7.9 - 9.7",
"CUB","SH.DYN.MORT","YR2001","Uncertainty bound is 7.6 - 9.4",
"CUB","SH.DYN.MORT","YR2002","Uncertainty bound is 7.4 - 9",
"CUB","SH.DYN.MORT","YR2003","Uncertainty bound is 7.1 - 8.7",
"CUB","SH.DYN.MORT","YR2004","Uncertainty bound is 6.9 - 8.4",
"CUB","SH.DYN.MORT","YR2005","Uncertainty bound is 6.7 - 8.1",
"CUB","SH.DYN.MORT","YR2006","Uncertainty bound is 6.4 - 7.9",
"CUB","SH.DYN.MORT","YR2007","Uncertainty bound is 6.3 - 7.6",
"CUB","SH.DYN.MORT","YR2008","Uncertainty bound is 6.1 - 7.4",
"CUB","SH.DYN.MORT","YR2009","Uncertainty bound is 5.9 - 7.2",
"CUB","SH.DYN.MORT","YR2010","Uncertainty bound is 5.8 - 7",
"CUB","SH.DYN.MORT","YR2011","Uncertainty bound is 5.6 - 6.8",
"CUB","SH.DYN.MORT","YR2012","Uncertainty bound is 5.5 - 6.7",
"CUB","SH.DYN.MORT","YR2013","Uncertainty bound is 5.3 - 6.6",
"CUB","SH.DYN.MORT","YR2014","Uncertainty bound is 5.2 - 6.5",
"CUB","SH.DYN.MORT","YR2015","Uncertainty bound is 5 - 6.4",
"CUB","SH.DYN.MORT","YR2016","Uncertainty bound is 4.9 - 6.3",
"CUB","SH.DYN.MORT","YR2017","Uncertainty bound is 4.7 - 6.3",
"CUB","SH.DYN.MORT","YR2018","Uncertainty bound is 4.6 - 6.2",
"CUB","SH.DYN.MORT","YR2019","Uncertainty bound is 4.4 - 6.3",
"CUB","SH.DYN.MORT","YR2020","Uncertainty bound is 4.3 - 6.3",
"CUB","SH.STA.OWAD.ZS","YR1975","Plausible bound is 25.6 - 37.7",
"CUB","SH.STA.OWAD.ZS","YR1976","Plausible bound is 26.4 - 38.2",
"CUB","SH.STA.OWAD.ZS","YR1977","Plausible bound is 27.3 - 38.7",
"CUB","SH.STA.OWAD.ZS","YR1978","Plausible bound is 28.3 - 39.2",
"CUB","SH.STA.OWAD.ZS","YR1979","Plausible bound is 29.2 - 39.9",
"CUB","SH.STA.OWAD.ZS","YR1980","Plausible bound is 30 - 40.5",
"CUB","SH.STA.OWAD.ZS","YR1981","Plausible bound is 30.9 - 41.1",
"CUB","SH.STA.OWAD.ZS","YR1982","Plausible bound is 31.7 - 41.7",
"CUB","SH.STA.OWAD.ZS","YR1983","Plausible bound is 32.6 - 42.4",
"CUB","SH.STA.OWAD.ZS","YR1984","Plausible bound is 33.4 - 43",
"CUB","SH.STA.OWAD.ZS","YR1985","Plausible bound is 34.2 - 43.7",
"CUB","SH.STA.OWAD.ZS","YR1986","Plausible bound is 35 - 44.3",
"CUB","SH.STA.OWAD.ZS","YR1987","Plausible bound is 35.7 - 45",
"CUB","SH.STA.OWAD.ZS","YR1988","Plausible bound is 36.5 - 45.6",
"CUB","SH.STA.OWAD.ZS","YR1989","Plausible bound is 37.3 - 46.3",
"CUB","SH.STA.OWAD.ZS","YR1990","Plausible bound is 38 - 46.9",
"CUB","SH.STA.OWAD.ZS","YR1991","Plausible bound is 38.7 - 47.6",
"CUB","SH.STA.OWAD.ZS","YR1992","Plausible bound is 39.4 - 48.2",
"CUB","SH.STA.OWAD.ZS","YR1993","Plausible bound is 40.1 - 48.8",
"CUB","SH.STA.OWAD.ZS","YR1994","Plausible bound is 40.8 - 49.4",
"CUB","SH.STA.OWAD.ZS","YR1995","Plausible bound is 41.5 - 49.9",
"CUB","SH.STA.OWAD.ZS","YR1996","Plausible bound is 42.2 - 50.5",
"CUB","SH.STA.OWAD.ZS","YR1997","Plausible bound is 42.8 - 51.1",
"CUB","SH.STA.OWAD.ZS","YR1998","Plausible bound is 43.4 - 51.7",
"CUB","SH.STA.OWAD.ZS","YR1999","Plausible bound is 44.1 - 52.3",
"CUB","SH.STA.OWAD.ZS","YR2000","Plausible bound is 44.8 - 52.9",
"CUB","SH.STA.OWAD.ZS","YR2001","Plausible bound is 45.5 - 53.5",
"CUB","SH.STA.OWAD.ZS","YR2002","Plausible bound is 46.1 - 54",
"CUB","SH.STA.OWAD.ZS","YR2003","Plausible bound is 46.8 - 54.6",
"CUB","SH.STA.OWAD.ZS","YR2004","Plausible bound is 47.4 - 55.2",
"CUB","SH.STA.OWAD.ZS","YR2005","Plausible bound is 48.1 - 55.9",
"CUB","SH.STA.OWAD.ZS","YR2006","Plausible bound is 48.7 - 56.5",
"CUB","SH.STA.OWAD.ZS","YR2007","Plausible bound is 49.3 - 57.1",
"CUB","SH.STA.OWAD.ZS","YR2008","Plausible bound is 49.9 - 57.8",
"CUB","SH.STA.OWAD.ZS","YR2009","Plausible bound is 50.5 - 58.4",
"CUB","SH.STA.OWAD.ZS","YR2010","Plausible bound is 51 - 59",
"CUB","SH.STA.OWAD.ZS","YR2011","Plausible bound is 51.4 - 59.7",
"CUB","SH.STA.OWAD.ZS","YR2012","Plausible bound is 51.9 - 60.4",
"CUB","SH.STA.OWAD.ZS","YR2013","Plausible bound is 52.3 - 61.1",
"CUB","SH.STA.OWAD.ZS","YR2014","Plausible bound is 52.7 - 61.8",
"CUB","SH.STA.OWAD.ZS","YR2015","Plausible bound is 53.1 - 62.5",
"CUB","SH.STA.OWAD.ZS","YR2016","Plausible bound is 53.5 - 63.3",
"CUB","SN.ITK.DEFC.ZS","YR2001","Proportion of undernourished less than 2.5 percent.",
"CUB","SN.ITK.DEFC.ZS","YR2002","Proportion of undernourished less than 2.5 percent.",
"CUB","SN.ITK.DEFC.ZS","YR2003","Proportion of undernourished less than 2.5 percent.",
"CUB","SN.ITK.DEFC.ZS","YR2004","Proportion of undernourished less than 2.5 percent.",
"CUB","SN.ITK.DEFC.ZS","YR2005","Proportion of undernourished less than 2.5 percent.",
"CUB","SN.ITK.DEFC.ZS","YR2006","Proportion of undernourished less than 2.5 percent.",
"CUB","SN.ITK.DEFC.ZS","YR2007","Proportion of undernourished less than 2.5 percent.",
"CUB","SN.ITK.DEFC.ZS","YR2008","Proportion of undernourished less than 2.5 percent.",
"CUB","SN.ITK.DEFC.ZS","YR2009","Proportion of undernourished less than 2.5 percent.",
"CUB","SN.ITK.DEFC.ZS","YR2010","Proportion of undernourished less than 2.5 percent.",
